Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Forma de producto de mampostería (product.metafields.shopify.masonry-product-form),Adecuado para tipo de material (product.metafields.shopify.suitable-for-material-type),Espacio adecuado (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tinglado,TINGLADO,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
nave-industrial,NAVE INDUSTRIAL,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
gestoria-de-planos-municipales1,GESTORIA DE PLANOS MUNICIPALES,"<p>Servicio especializado en preparar, revisar y presentar toda la documentación técnica ante el municipio. Garantiza trámites ágiles, cumplimiento normativo y aprobación segura de planos, proyectos y habilitaciones para iniciar la obra sin demoras.</p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
plomero,PLOMERO,"<p>Profesional experto en instalar, reparar y optimizar sistemas de agua, desagües y gas. Trabaja con precisión técnica para evitar filtraciones, mejorar el caudal y asegurar instalaciones seguras y duraderas. Soluciones confiables para el funcionamiento del hogar.</p>
<ul>
<li>
<strong>Instalación de Tuberías:</strong> Instalación de tuberías de agua potable, desagüe y ventilación en edificios nuevos o en remodelaciones.</li>
<li>
<strong>Reparación de Fugas:</strong> Localización y reparación de fugas en tuberías, grifos, inodoros y otros accesorios.</li>
<li>
<strong>Destape de Desagües:</strong> Desobstrucción de desagües obstruidos en lavamanos, fregaderos, inodoros y tuberías principales.</li>
<li>
<strong>Instalación y Reparación de Calentadores de Agua:</strong> Instalación, mantenimiento y reparación de calentadores de agua eléctricos, a gas o solares.</li>
<li>
<strong>Instalación y Reparación de Inodoros:</strong> Instalación, reparación y reemplazo de inodoros, incluyendo la reparación de fugas y problemas de descarga.</li>
<li>
<strong>Instalación y Reparación de Grifos:</strong> Instalación, reparación y reemplazo de grifos en cocinas, baños y exteriores.</li>
<li>
<strong>Detección de Fugas Ocultas:</strong> Utilización de equipos especializados para detectar fugas de agua ocultas en paredes, pisos o subterráneos.</li>
<li>
<strong>Mantenimiento Preventivo:</strong> Inspección y mantenimiento regular de sistemas de plomería para prevenir problemas futuros.</li>
<li>
<strong>Instalación de Sistemas de Riego:</strong> Instalación y mantenimiento de sistemas de riego para jardines y áreas verdes.</li>
<li>
<strong>Reparación y Reemplazo de Tuberías:</strong> Reparación o reemplazo de tuberías dañadas o corroídas.</li>
<li>
<strong>Instalación de Bombas de Agua: </strong>Instalación y reparación de bombas de agua para aumentar la presión o transferir agua de un lugar a otro.</li>
<li>
<strong>Servicios de Emergencia:</strong> Atención de emergencias de plomería, como inundaciones o roturas de tuberías, las 24 horas del día.</li>
</ul>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
electricista1,ELECTRICISTA,"<p>Especialista en instalar, reparar y asegurar sistemas eléctricos confiables. Diseña circuitos, mejora iluminaciones y protege instalaciones con criterios técnicos y de seguridad. Garantiza energía estable, funcional y segura para cada espacio del hogar o negocio.</p>
<ul>
<li>
<strong>Instalación Eléctrica:</strong> Instalación de cableado, enchufes, interruptores, paneles eléctricos y otros componentes eléctricos en edificios nuevos o en remodelaciones.</li>
<li>
<strong>Reparación de Fallas Eléctricas:</strong> Diagnóstico y reparación de cortocircuitos, sobrecargas, apagones y otros problemas eléctricos.</li>
<li>
<strong>Mantenimiento Eléctrico:</strong> Inspección y mantenimiento regular de sistemas eléctricos para prevenir fallas y garantizar la seguridad.</li>
<li>
<strong>Instalación de Iluminación:</strong> Instalación de luces, lámparas, focos y sistemas de iluminación interior y exterior.</li>
<li>
<strong>Instalación de Ventiladores de Techo:</strong> Instalación y conexión de ventiladores de techo.</li>
<li>
<strong>Instalación de Paneles Eléctricos:</strong> Instalación y reemplazo de paneles eléctricos (cajas de interruptores) para distribuir la energía en un edificio.</li>
<li>
<strong>Cableado de Electrodomésticos:</strong> Conexión de electrodomésticos como estufas, hornos, lavadoras, secadoras, etc.</li>
<li>
<strong>Instalación de Sistemas de Puesta a Tierra:</strong> Instalación de sistemas de puesta a tierra para proteger contra descargas eléctricas.</li>
<li>
<strong>Instalación de Sistemas de Seguridad:</strong> Instalación de sistemas de alarma, cámaras de seguridad y otros dispositivos de seguridad.</li>
<li>
<strong>Corrección de Códigos Eléctricos:</strong> Inspección y corrección de violaciones de códigos eléctricos para garantizar el cumplimiento de las normas de seguridad.</li>
<li>
<strong>Instalación de Generadores:</strong> Instalación y conexión de generadores eléctricos de respaldo.</li>
<li>
<strong>Servicios de Emergencia:</strong> Atención de emergencias eléctricas, como cortocircuitos o apagones, las 24 horas del día.</li>
<li>
<strong>Auditorías Energéticas:</strong> Evaluación del consumo de energía y recomendaciones para mejorar la eficiencia energética.</li>
</ul>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
durlero-instalador-de-sistemas-de-construccion-en-seco1,DURLERO - INSTALADOR DE SISTEMAS DE CONSTRUCCIÓN EN SECO,"<p>Profesional especializado en montar tabiques, cielorrasos y revestimientos con precisión. Optimiza acústica, aislación y terminaciones, logrando espacios modernos, funcionales y de rápida ejecución con mínima intervención en el hogar.</p>
<ul>
<li class=""MsoNoSpacing"">
<strong>Instalación de Paredes y Tabiques:</strong> Construcción de paredes interiores y tabiques divisorios utilizando placas de yeso laminado (Durlock u otras marcas). </li>
<li class=""MsoNoSpacing"">
<strong>Instalación de Cielorrasos: </strong>Instalación de cielorrasos suspendidos o adheridos utilizando placas de yeso laminado. </li>
<li class=""MsoNoSpacing"">
<strong>Revestimientos de Paredes Existentes:</strong> Revestimiento de paredes existentes con placas de yeso laminado para mejorar el aislamiento térmico y acústico, o para renovar la apariencia. </li>
<li class=""MsoNoSpacing"">
<strong>Creación de Nichos y Estanterías: </strong>Construcción de nichos, estanterías y otros elementos decorativos utilizando placas de yeso laminado. </li>
<li class=""MsoNoSpacing"">
<strong>Aislamiento Térmico y Acústico:</strong> Incorporación de materiales aislantes (lana de vidrio, lana de roca, poliestireno expandido, etc.) en las paredes y cielorrasos para mejorar el aislamiento térmico y acústico. </li>
<li class=""MsoNoSpacing"">
<strong>Tratamiento de Juntas: </strong>Aplicación de masilla y cinta de papel o malla para tratar las juntas entre las placas de yeso laminado, creando una superficie lisa y uniforme. </li>
<li class=""MsoNoSpacing"">
<strong>Acabado de Superficies: </strong>Preparación de las superficies para la pintura o el revestimiento final, incluyendo el lijado y la aplicación de imprimación. </li>
<li class=""MsoNoSpacing"">
<strong>Construcción de Muebles a Medida:</strong> Diseño y construcción de muebles a medida utilizando placas de yeso laminado. </li>
<li class=""MsoNoSpacing"">
<strong>Reparación de Paredes y Cielorrasos:</strong> Reparación de daños en paredes y cielorrasos de yeso laminado, como agujeros, grietas o desprendimientos. </li>
<li class=""MsoNoSpacing"">
<strong>Ignifugación:</strong> Aplicación de materiales ignífugos para mejorar la resistencia al fuego de las paredes y cielorrasos. </li>
<li class=""MsoNoSpacing"">
<strong>Diseño y Asesoramiento:</strong> Asesoramiento sobre el diseño y la elección de materiales para proyectos de construcción en seco.</li>
</ul>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
herrero1,HERRERO,"<p>Experto en trabajar y diseñar estructuras metálicas a medida. Fabrica portones, rejas, barandas y refuerzos con precisión y soldaduras de alta resistencia. Aporta seguridad, funcionalidad y detalle estético, creando soluciones duraderas para el hogar y la obra.</p>
<ul>
<li>
<strong>Fabricación de Rejas y Barandas:</strong> Diseño y fabricación de rejas para ventanas, puertas y balcones, así como barandas para escaleras y pasamanos.</li>
<li>
<strong>Fabricación de Portones y Cercas:</strong> Diseño y fabricación de portones de entrada, cercas perimetrales y vallas de seguridad.</li>
<li>
<strong>Fabricación de Estructuras Metálicas:</strong> Construcción de estructuras metálicas para edificios, galpones, tinglados y otras construcciones.</li>
<li>
<strong>Fabricación de Muebles de Metal:</strong> Diseño y fabricación de muebles de metal, como mesas, sillas, camas, estanterías y otros elementos decorativos.</li>
<li>
<strong>Herrería Artística:</strong> Creación de objetos decorativos de metal, como esculturas, adornos, lámparas y otros elementos artísticos.</li>
<li>
<strong>Reparación de Objetos de Metal:</strong> Reparación de objetos de metal dañados, como herramientas, maquinaria, portones, rejas, etc.</li>
<li>
<strong>Soldadura:</strong> Soldadura de piezas de metal para unir, reparar o reforzar estructuras.</li>
<li>
<strong>Forja:</strong> Forja de metal utilizando calor y herramientas manuales para dar forma a piezas y objetos.</li>
<li>
<strong>Corte y Doblez de Metal:</strong> Corte y doblez de láminas y perfiles de metal para la fabricación de diversos productos.</li>
<li>
<strong>Mantenimiento de Estructuras Metálicas:</strong> Mantenimiento de estructuras metálicas existentes, incluyendo la limpieza, pintura y reparación de daños.</li>
<li>
<strong>Fabricación de Herramientas: </strong>Fabricación de herramientas especiales o personalizadas para diversos oficios.</li>
<li>
<strong>Trabajos a Medida: </strong>Diseño y fabricación de objetos de metal a medida según las necesidades y especificaciones del cliente.</li>
</ul>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
carpintero-mueblero1,CARPINTERO-MUEBLERO,"<p>Profesional especializado en diseñar, fabricar e instalar muebles y aberturas a medida. Combina precisión técnica y calidad en maderas y melaminas, creando espacios funcionales, estéticos y duraderos que se adaptan a cada necesidad del hogar.</p>
<ul>
<li class=""MsoNoSpacing"">
<strong>Fabricación de Muebles a Medida:</strong> Diseño y construcción de muebles a medida según las especificaciones del cliente, incluyendo armarios, mesas, sillas, camas, estanterías, etc. </li>
<li class=""MsoNoSpacing"">
<strong>Fabricación de Muebles de Cocina:</strong> Diseño y fabricación de muebles de cocina a medida, incluyendo gabinetes, alacenas, islas y encimeras. </li>
<li class=""MsoNoSpacing"">
<strong>Fabricación de Muebles de Baño:</strong> Diseño y fabricación de muebles de baño a medida, incluyendo vanitories, estanterías y armarios. </li>
<li class=""MsoNoSpacing"">
<strong>Fabricación de Puertas y Ventanas:</strong> Diseño y fabricación de puertas y ventanas de madera a medida. </li>
<li class=""MsoNoSpacing"">
<strong>Instalación de Muebles:</strong> Instalación de muebles fabricados por el carpintero o comprados en tiendas. </li>
<li class=""MsoNoSpacing"">
<strong>Reparación de Muebles:</strong> Reparación de muebles dañados, incluyendo la reparación de grietas, roturas, bisagras, cerraduras, etc. </li>
<li class=""MsoNoSpacing"">
<strong>Restauración de Muebles Antiguos:</strong> Restauración de muebles antiguos, incluyendo la limpieza, reparación, pulido y barnizado. </li>
<li class=""MsoNoSpacing"">
<strong>Barnizado y Lacado:</strong> Barnizado y lacado de muebles para proteger la madera y mejorar su apariencia. </li>
<li class=""MsoNoSpacing"">
<strong>Diseño de Interiores:</strong> Asesoramiento en el diseño de interiores y la elección de muebles y acabados.</li>
</ul>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
instalador-de-aires-acondicionados1,INSTALADOR DE AIRES ACONDICIONADOS,"<p>Instalación profesional de aires acondicionados, mantenimiento preventivo y reparación de fallas. Colocación de equipos split y asesoramiento para elegir la capacidad y ubicación ideal, garantizando rendimiento, eficiencia y mayor vida útil del equipo.</p>
<ul>
<li>
<strong>Instalación de Aires Acondicionados:</strong> Instalación de unidades de aire acondicionado de ventana, split, central y otros tipos, incluyendo la conexión eléctrica y la instalación de tuberías de refrigerante.</li>
<li>
<strong>Asesoramiento en la Selección de Equipos:</strong> Asesoramiento sobre la elección del tipo y tamaño adecuado de aire acondicionado para un espacio determinado, teniendo en cuenta factores como el tamaño de la habitación, la orientación y el aislamiento.</li>
<li>
<strong>Mantenimiento Preventivo:</strong> Realización de mantenimiento preventivo regular para asegurar el correcto funcionamiento y prolongar la vida útil de los equipos, incluyendo la limpieza de filtros, la revisión de conexiones eléctricas y la verificación de la carga de refrigerante.</li>
<li>
<strong>Reparación de Aires Acondicionados:</strong> Diagnóstico y reparación de fallas en equipos de aire acondicionado, incluyendo la reparación de compresores, motores, ventiladores, termostatos y otros componentes.</li>
<li>
<strong>Recarga de Refrigerante:</strong> Recarga de refrigerante en equipos de aire acondicionado que han perdido carga debido a fugas o mantenimiento.</li>
<li>
<strong>Detección y Reparación de Fugas de Refrigerante: </strong>Detección y reparación de fugas de refrigerante en tuberías y conexiones.</li>
<li>
<strong>Limpieza de Conductos de Aire: </strong>Limpieza de conductos de aire en sistemas de aire acondicionado central para mejorar la calidad del aire y la eficiencia energética.</li>
<li>
<strong>Instalación de Sistemas de Ventilación: </strong>Instalación de sistemas de ventilación para mejorar la circulación del aire y la calidad del aire interior.</li>
<li>
<strong>Instalación de Termostatos Programables:</strong> Instalación de termostatos programables para controlar la temperatura y ahorrar energía.</li>
<li>
<strong>Servicios de Emergencia:</strong> Atención de emergencias relacionadas con aires acondicionados, como fallas repentinas o fugas de refrigerante.</li>
<li>
<strong>Desinstalación y Reubicación de Equipos:</strong> Desinstalación de equipos de aire acondicionado para su reubicación o reemplazo.</li>
</ul>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
modelo-7-planos-de-casas-de-tres-dormitorios,MODELO 7: PLANOS DE CASAS DE TRES DORMITORIOS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
modelo-9-planos-de-casas-de-tres-dormitorios,MODELO 9: PLANOS DE CASAS DE TRES DORMITORIOS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
asesoramiento-personalizado-en-energia-solar-sistema-fotovoltaico-de-paneles-solares,ASESORAMIENTO PERSONALIZADO EN ENERGIA SOLAR - SISTEMA FOTOVOLTAICO DE PANELES SOLARES,"<p> </p>
<p class=""MsoNoSpacing""><strong>Servicios ofrecidos</strong></p>
<p class=""MsoNoSpacing""> </p>
<ul>
<li class=""MsoNoSpacing"">
<strong>Diseño y planificación: </strong>Se realiza un análisis de las necesidades energéticas y se diseña el sistema fotovoltaico más adecuado.</li>
<li class=""MsoNoSpacing"">
<strong>Venta de paneles y componentes:</strong> Se ofrece una amplia gama de paneles solares, inversores, baterías y otros componentes necesarios para la instalación.</li>
<li class=""MsoNoSpacing"">
<strong>Instalación: </strong>Se realiza la instalación profesional del sistema fotovoltaico, garantizando su correcto funcionamiento y seguridad.</li>
<li class=""MsoNoSpacing"">
<strong>Mantenimiento y reparación: </strong>Se ofrecen servicios de mantenimiento preventivo y correctivo para asegurar la eficiencia y durabilidad del sistema.</li>
<li class=""MsoNoSpacing"">
<strong>Asesoramiento:</strong> Se brinda asesoramiento sobre el uso de energía solar, sus beneficios económicos y ambientales, y la selección de la tecnología más adecuada.</li>
<li class=""MsoNoSpacing"">
<strong>Integración con Redes Eléctricas:</strong> Conexión a la red eléctrica para permitir la venta de excedentes de energía generada, a menudo a través de sistemas de medición neta.</li>
<li class=""MsoNoSpacing"">
<strong>Soluciones de financiamiento:</strong> Se ofrecen opciones de financiamiento para facilitar la inversión en energía solar.</li>
</ul>
<p class=""MsoNoSpacing""> </p>
<p class=""MsoNoSpacing""><strong>Tipos de sistemas fotovoltaicos:</strong></p>
<ul>
<li class=""MsoNoSpacing"">
<strong>Sistemas conectados a la red (On-Grid):</strong> Generan electricidad que se utiliza en el hogar y se puede inyectar a la red eléctrica, generando ingresos por venta de energía.</li>
<li class=""MsoNoSpacing"">
<strong>Sistemas aislados (Off-Grid):</strong> Generan electricidad para uso autónomo, sin conexión a la red eléctrica, ideal para zonas rurales o sin acceso a la red.</li>
<li class=""MsoNoSpacing"">
<strong>Sistemas híbridos:</strong> Combinan la generación solar con otras fuentes de energía, como baterías o generadores diesel, para mayor seguridad energética.</li>
</ul>
<p class=""MsoNoSpacing""> </p>
<p class=""MsoNoSpacing""><span style=""color: #000000;""><strong>Ventajas y Beneficios</strong></span></p>
<ul>
<li class=""MsoNoSpacing"">
<strong>Ahorro en Facturas de Energía:</strong> Reducción significativa en los costos de electricidad a largo plazo.</li>
<li class=""MsoNoSpacing"">
<strong>Energía Limpia y Renovable:</strong> Contribución a la reducción de la huella de carbono y sostenibilidad ambiental.</li>
<li class=""MsoNoSpacing"">
<strong>Incremento del Valor de Propiedad:</strong> Las propiedades con sistemas solares suelen tener un valor de reventa más alto.</li>
<li class=""MsoNoSpacing"">
<strong>Independencia Energética:</strong> Menor dependencia de los precios fluctuantes de la energía convencional.</li>
</ul>
<p class=""MsoNoSpacing""><em>Estos servicios y beneficios hacen que los sistemas fotovoltaicos sean una opción atractiva tanto para hogares como para empresas.</em></p>
<p> </p>
<p> </p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
